Exchange,Portfolio,Coin,CoinName,Amount,Type,Fee,Date,Price,Pair,PriceFiat,Notes
,Litecoin Wallet,LTC,Litecoin,1644399.53444302,Buy,0,"11/6/2019, 8:00:37 AM",63.38957450213083,USD,63.38957450213083,
